date,close,close_raw,open,high,low,tvol,tamt,sign
2008-04-28,5.1802,171.504,5.1053,5.2256,5.0866,28114700.0,4821790000.0,2
2008-04-29,5.2647,174.302,5.1461,5.283,5.1203,32981300.0,5748700000.0,2
2008-04-30,5.2316,173.206,5.299,5.4135,5.2006,40697200.0,7049000000.0,5
2008-05-01,5.4135,179.23,5.262,5.4135,5.2589,32270600.0,5783860000.0,2
2008-05-02,5.4418,180.166,5.4193,5.4713,5.3699,35931400.0,6473620000.0,2
2008-05-05,5.5558,183.94,5.4713,5.5732,5.4451,30519900.0,5613830000.0,2
2008-05-06,5.6138,185.862,5.5537,5.6277,5.4791,32816800.0,6099390000.0,2
2008-05-07,5.4914,181.809,5.5955,5.6601,5.4298,41326200.0,7513470000.0,5
2008-05-08,5.5657,184.269,5.5269,5.609,5.5059,32110100.0,5916900000.0,2
2008-05-09,5.5173,182.666,5.5086,5.5413,5.4547,24038200.0,4390970000.0,5
2008-05-12,5.659,187.356,5.5702,5.6803,5.4992,29263100.0,5482610000.0,2
2008-05-13,5.7131,189.148,5.6725,5.7579,5.6499,29401300.0,5561190000.0,2
2008-05-14,5.6018,185.464,5.7513,5.7816,5.5811,32743700.0,6072770000.0,5
2008-05-15,5.7062,188.919,5.6183,5.7113,5.5399,31186000.0,5891620000.0,2
2008-05-16,5.6427,186.818,5.7176,5.7233,5.6241,27348800.0,5109260000.0,5
2008-05-19,5.5218,182.815,5.6499,5.6749,5.4526,33796400.0,6178490000.0,5
2008-05-20,5.591,185.105,5.4683,5.5988,5.4171,34637500.0,6411570000.0,2
2008-05-21,5.3591,177.428,5.584,5.6541,5.3008,41344900.0,7335740000.0,5
2008-05-22,5.3248,176.293,5.3913,5.4535,5.1729,43105900.0,7599270000.0,5
2008-05-23,5.4487,180.395,5.4367,5.4734,5.3474,32440200.0,5852060000.0,2
2008-05-27,5.6069,185.633,5.4962,5.6069,5.4689,28210900.0,5236870000.0,2
2008-05-28,5.6244,186.211,5.6364,5.6526,5.5254,26570600.0,4947750000.0,2
2008-05-29,5.6147,185.892,5.6169,5.6601,5.5789,23113800.0,4296670000.0,5
2008-05-30,5.6767,187.943,5.6376,5.7005,5.6355,21792200.0,4095700000.0,2
2008-06-02,5.597,185.304,5.6722,5.7037,5.5498,24280000.0,4499180000.0,5
2008-06-03,5.575,184.578,5.6198,5.6601,5.4838,27049600.0,4992760000.0,5
2008-06-04,5.5696,184.398,5.5344,5.6268,5.5107,25981100.0,4790870000.0,5
2008-06-05,5.6971,188.62,5.6042,5.7095,5.585,26980100.0,5088990000.0,2
2008-06-06,5.5831,184.846,5.6541,5.7128,5.5805,34515100.0,6379970000.0,5
2008-06-09,5.462,180.834,5.5576,5.5621,5.2857,67442500.0,12195900000.0,5
2008-06-10,5.5831,184.846,5.4289,5.6174,5.3841,40747800.0,7532080000.0,2
2008-06-11,5.4379,180.037,5.5441,5.594,5.4012,34341000.0,6182660000.0,5
2008-06-12,5.2108,172.519,5.4583,5.4917,5.1489,46726100.0,8061140000.0,5
2008-06-13,5.1841,171.633,5.1621,5.2379,4.9717,48069900.0,8250380000.0,5
2008-06-16,5.3185,176.084,5.1519,5.3504,5.0848,37561800.0,6614030000.0,2
2008-06-17,5.4565,180.654,5.3564,5.4734,5.3356,32148400.0,5807740000.0,2
2008-06-18,5.3759,177.986,5.4472,5.4797,5.3338,28981000.0,5158210000.0,5
2008-06-19,5.4406,180.127,5.3699,5.4839,5.3173,28311300.0,5099640000.0,2
2008-06-20,5.2713,174.521,5.394,5.4436,5.2632,31727400.0,5537100000.0,5
2008-06-23,5.2078,172.42,5.2553,5.2896,5.1597,23072000.0,3978080000.0,5
2008-06-24,5.2105,172.509,5.1841,5.2866,5.1618,22216900.0,3832620000.0,2
2008-06-25,5.335,176.632,5.2514,5.3783,5.2295,23016100.0,4065370000.0,2
2008-06-26,5.0605,167.541,5.2352,5.2585,5.0529,31057400.0,5203390000.0,5
2008-06-27,5.1155,169.363,5.0078,5.1299,4.9368,37223100.0,6304220000.0,2
2008-06-30,5.0358,166.724,5.1185,5.1729,5.0111,24440600.0,4074840000.0,5
2008-07-01,5.2535,173.933,4.9392,5.2547,4.9323,39688600.0,6903150000.0,2
2008-07-02,5.058,167.461,5.2692,5.3368,5.058,29951700.0,5015750000.0,5
2008-07-03,5.1164,169.393,5.1004,5.178,4.9849,18694200.0,3166660000.0,2
2008-07-07,5.268,174.411,5.2078,5.3272,5.1699,29299600.0,5110170000.0,2
2008-07-08,5.4,178.782,5.2752,5.4045,5.1952,31739000.0,5674360000.0,2
2008-07-09,5.2406,173.505,5.4196,5.4409,5.2373,32003600.0,5552780000.0,5
2008-07-10,5.3122,175.875,5.2607,5.3335,5.154,30024500.0,5280570000.0,2
2008-07-11,5.1904,171.842,5.2773,5.3266,5.1429,33214600.0,5707670000.0,5
2008-07-14,5.2295,173.137,5.3907,5.3925,5.2054,31644800.0,5478880000.0,2
2008-07-15,5.102,168.915,5.1874,5.2253,5.0042,37144400.0,6274240000.0,5
2008-07-16,5.1973,172.071,5.1188,5.2009,5.0707,26716600.0,4597150000.0,2
2008-07-17,5.1672,171.075,5.2361,5.2626,5.1546,27054500.0,4628340000.0,5
2008-07-18,4.9669,164.444,5.0683,5.1023,4.9624,31014700.0,5100180000.0,5
2008-07-21,5.0012,165.579,5.0195,5.0376,4.8457,48588200.0,8045180000.0,2
2008-07-22,4.8728,161.327,4.4812,4.895,4.4069,67128300.0,10829600000.0,5
2008-07-23,5.0003,165.549,4.9621,5.0638,4.8589,37920200.0,6277650000.0,2
2008-07-24,4.7829,158.35,4.942,4.9702,4.7654,29986300.0,4748330000.0,5
2008-07-25,4.8758,161.427,4.824,4.9022,4.7714,22629800.0,3653060000.0,2
2008-07-28,4.6436,153.74,4.8824,4.8863,4.6322,27891200.0,4288000000.0,5
2008-07-29,4.7242,156.408,4.674,4.7955,4.621,24437200.0,3822180000.0,2
2008-07-30,4.8084,159.196,4.7452,4.8268,4.6941,25902300.0,4123540000.0,2
2008-07-31,4.7804,158.27,4.7381,4.8782,4.7212,22768500.0,3603570000.0,5
2008-08-01,4.7116,155.99,4.809,4.8117,4.6842,19461200.0,3035750000.0,5
2008-08-04,4.6084,152.575,4.7098,4.7489,4.5988,21167700.0,3229660000.0,5
2008-08-05,4.8313,159.953,4.6743,4.8361,4.6562,24594700.0,3933990000.0,2
2008-08-06,4.938,163.488,4.8111,5.0346,4.7519,28266500.0,4621230000.0,2
2008-08-07,4.9194,162.871,4.8935,4.997,4.8572,24017800.0,3911810000.0,5
2008-08-08,5.0992,168.825,4.9281,5.1023,4.9248,25508000.0,4306390000.0,2
2008-08-11,5.2198,172.818,5.1149,5.3083,5.1029,31832200.0,5501180000.0,2
2008-08-12,5.3152,175.974,5.2186,5.3922,5.2183,29872200.0,5256720000.0,2
2008-08-13,5.3925,178.533,5.3528,5.4135,5.2902,30100800.0,5373980000.0,2
2008-08-14,5.3931,178.553,5.3633,5.4271,5.3486,25403600.0,4535890000.0,2
2008-08-15,5.2854,174.989,5.3847,5.406,5.2647,25297200.0,4426730000.0,5
2008-08-18,5.2749,174.64,5.2803,5.3477,5.2277,19714700.0,3442980000.0,5
2008-08-19,5.2189,172.788,5.2493,5.3254,5.1672,22007200.0,3802590000.0,5
2008-08-20,5.2884,175.088,5.2563,5.3215,5.2214,18111700.0,3171150000.0,2
2008-08-21,5.2418,173.545,5.2472,5.2767,5.1696,19286400.0,3347050000.0,5
2008-08-22,5.317,176.034,5.2878,5.3383,5.2803,15705700.0,2764730000.0,2
2008-08-25,5.1895,171.812,5.2977,5.3002,5.1627,17303400.0,2972940000.0,5
2008-08-26,5.2223,172.898,5.1958,5.2595,5.1913,15920600.0,2752650000.0,2
2008-08-27,5.2532,173.923,5.2123,5.286,5.1787,17063500.0,2967740000.0,2
2008-08-28,5.2253,172.997,5.2716,5.3008,5.1955,15406600.0,2665290000.0,5
2008-08-29,5.0986,168.805,5.2018,5.218,5.0839,21405300.0,3613320000.0,5
2008-09-02,4.9982,165.48,5.185,5.218,4.9624,27908200.0,4618250000.0,5
2008-09-03,5.0213,166.246,5.0177,5.0731,4.9323,26248100.0,4363640000.0,2
2008-09-04,4.8487,160.531,4.9883,5.05,4.8364,26579000.0,4266750000.0,5
